-3.963499795645475388e-03,0.000000000000000000e+00,8.040000200271606445e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.263729650527238846e-03,-9.538804442854598165e-05,7.949932813644409180e-01,9.999970793724060059e-01,2.340726932743564248e-04,2.395627321675419807e-03,-1.903232914628461003e-04,-2.869549751281738281e+00,-1.989582419395446777e+00,1.304957084357738495e-03,7.031057775020599365e-02,2.480475306510925293e-01,6.129518151283264160e-03,5.405948683619499207e-02,2.300813496112823486e-01,1.802730858325958252e-01,5.386952877044677734e+00,5.894238948822021484e+00,-3.348772227764129639e-02,-1.013700515031814575e-01,-1.246035337448120117e+00,-9.956013560295104980e-01,1.358713209629058838e-01,-1.780827492475509644e-01,-8.477166295051574707e-02,-5.373342707753181458e-02,4.127858206629753113e-02,-4.618146643042564392e-02,-8.605695515871047974e-02,-1.004429906606674194e-01,7.809526869095861912e-04,-8.700769976712763309e-04,1.905060559511184692e-02,1.571072824299335480e-02,9.882415644824504852e-03,-9.041484445333480835e-03,-2.869549751281738281e+00,-1.989582419395446777e+00,1.304957084357738495e-03,7.031057775020599365e-02,2.480475306510925293e-01,6.129518151283264160e-03,5.405948683619499207e-02,2.300813496112823486e-01,1.802730858325958252e-01,5.386952877044677734e+00,5.894238948822021484e+00,-3.348772227764129639e-02,-1.013700515031814575e-01,-1.246035337448120117e+00,-9.956013560295104980e-01,1.358713209629058838e-01,-1.780827492475509644e-01,-8.477166295051574707e-02,-5.373342707753181458e-02,4.127858206629753113e-02,-4.618146643042564392e-02,-8.605695515871047974e-02,-1.004429906606674194e-01,7.809526869095861912e-04,-8.700769976712763309e-04,1.905060559511184692e-02,1.571072824299335480e-02,9.882415644824504852e-03,-9.041484445333480835e-03
-8.705101907253265381e-03,-1.245635485247476026e-05,7.817493081092834473e-01,9.999905228614807129e-01,3.866307379212230444e-04,4.319602157920598984e-03,-3.112082486040890217e-04,-3.091154336929321289e+00,-2.414571762084960938e+00,2.612829208374023438e-03,1.234873309731483459e-01,2.466898560523986816e-01,3.541407641023397446e-03,1.785327494144439697e-01,2.994626462459564209e-01,1.713472455739974976e-01,5.663619518280029297e+00,6.082404136657714844e+00,-2.399332635104656219e-02,-1.363953202962875366e-01,-9.366494417190551758e-01,-8.144730329513549805e-01,9.924048930406570435e-02,-1.361029744148254395e-01,-6.674265861511230469e-02,-1.125369369983673096e-01,3.376920521259307861e-02,-3.735401108860969543e-02,-6.098198145627975464e-02,-9.591589868068695068e-02,6.911389646120369434e-04,-9.404329466633498669e-04,2.527512237429618835e-02,1.440921984612941742e-02,8.523688651621341705e-03,-7.653562817722558975e-03,-3.091154336929321289e+00,-2.414571762084960938e+00,2.612829208374023438e-03,1.234873309731483459e-01,2.466898560523986816e-01,3.541407641023397446e-03,1.785327494144439697e-01,2.994626462459564209e-01,1.713472455739974976e-01,5.663619518280029297e+00,6.082404136657714844e+00,-2.399332635104656219e-02,-1.363953202962875366e-01,-9.366494417190551758e-01,-8.144730329513549805e-01,9.924048930406570435e-02,-1.361029744148254395e-01,-6.674265861511230469e-02,-1.125369369983673096e-01,3.376920521259307861e-02,-3.735401108860969543e-02,-6.098198145627975464e-02,-9.591589868068695068e-02,6.911389646120369434e-04,-9.404329466633498669e-04,2.527512237429618835e-02,1.440921984612941742e-02,8.523688651621341705e-03,-7.653562817722558975e-03
-1.088366098701953888e-02,4.892729339189827442e-04,7.666822075843811035e-01,9.999800920486450195e-01,4.117208300158381462e-04,6.271004211157560349e-03,-5.707053933292627335e-04,-3.009051322937011719e+00,-2.787991523742675781e+00,-3.810341004282236099e-04,-6.180621683597564697e-03,8.733066171407699585e-02,-2.259547181893140078e-04,7.013726234436035156e-02,1.484323143959045410e-01,1.713278889656066895e-01,5.628636360168457031e+00,5.285358428955078125e+00,-1.019711643457412720e-01,-9.316192567348480225e-02,-8.689588308334350586e-01,-1.042710661888122559e+00,1.095318347215652466e-01,-9.429357945919036865e-02,-5.434942990541458130e-02,-1.801002025604248047e-01,3.440027311444282532e-02,-2.988970093429088593e-02,-7.095972448587417603e-02,-7.473604381084442139e-02,8.495322545059025288e-04,-8.023410337045788765e-04,2.231167815625667572e-02,2.101649157702922821e-02,8.061103522777557373e-03,-6.936096120625734329e-03,-3.009051322937011719e+00,-2.787991523742675781e+00,-3.810341004282236099e-04,-6.180621683597564697e-03,8.733066171407699585e-02,-2.259547181893140078e-04,7.013726234436035156e-02,1.484323143959045410e-01,1.713278889656066895e-01,5.628636360168457031e+00,5.285358428955078125e+00,-1.019711643457412720e-01,-9.316192567348480225e-02,-8.689588308334350586e-01,-1.042710661888122559e+00,1.095318347215652466e-01,-9.429357945919036865e-02,-5.434942990541458130e-02,-1.801002025604248047e-01,3.440027311444282532e-02,-2.988970093429088593e-02,-7.095972448587417603e-02,-7.473604381084442139e-02,8.495322545059025288e-04,-8.023410337045788765e-04,2.231167815625667572e-02,2.101649157702922821e-02,8.061103522777557373e-03,-6.936096120625734329e-03
-1.253167912364006042e-02,1.363503281027078629e-03,7.503895163536071777e-01,9.999642968177795410e-01,3.264897095505148172e-04,8.393766358494758606e-03,-8.929591858759522438e-04,-2.645735025405883789e+00,-2.774535417556762695e+00,-1.661554211750626564e-03,-1.227028816938400269e-01,-2.508872002363204956e-02,-3.174831625074148178e-03,-2.375060319900512695e-02,5.840067565441131592e-02,1.769475638866424561e-01,5.118721008300781250e+00,4.725566387176513672e+00,-1.485382765531539917e-01,-1.195630282163619995e-01,-8.864044547080993652e-01,-1.137534260749816895e+00,1.191033571958541870e-01,-6.479296088218688965e-02,-5.490771308541297913e-02,-1.971239745616912842e-01,3.572671487927436829e-02,-2.385665662586688995e-02,-7.807919383049011230e-02,-6.845946609973907471e-02,9.198869811370968819e-04,-7.562587270513176918e-04,2.073007449507713318e-02,2.265753410756587982e-02,7.967844605445861816e-03,-6.194742396473884583e-03,-2.645735025405883789e+00,-2.774535417556762695e+00,-1.661554211750626564e-03,-1.227028816938400269e-01,-2.508872002363204956e-02,-3.174831625074148178e-03,-2.375060319900512695e-02,5.840067565441131592e-02,1.769475638866424561e-01,5.118721008300781250e+00,4.725566387176513672e+00,-1.485382765531539917e-01,-1.195630282163619995e-01,-8.864044547080993652e-01,-1.137534260749816895e+00,1.191033571958541870e-01,-6.479296088218688965e-02,-5.490771308541297913e-02,-1.971239745616912842e-01,3.572671487927436829e-02,-2.385665662586688995e-02,-7.807919383049011230e-02,-6.845946609973907471e-02,9.198869811370968819e-04,-7.562587270513176918e-04,2.073007449507713318e-02,2.265753410756587982e-02,7.967844605445861816e-03,-6.194742396473884583e-03
-1.343135908246040344e-02,2.474549459293484688e-03,7.326053380966186523e-01,9.999409317970275879e-01,1.748076319927349687e-04,1.079684402793645859e-02,-1.230600988492369652e-03,-1.961448431015014648e+00,-2.128332853317260742e+00,-1.949547091498970985e-03,-1.333088576793670654e-01,-1.070812344551086426e-03,-4.790919832885265350e-03,-4.986561834812164307e-02,4.150972515344619751e-02,1.830083727836608887e-01,4.785982131958007812e+00,4.702720642089843750e+00,-2.119610309600830078e-01,-1.602488756179809570e-01,-7.958645224571228027e-01,-9.180921316146850586e-01,1.171558126807212830e-01,-3.953712433576583862e-02,-4.330937936902046204e-02,-1.394627392292022705e-01,3.488090634346008301e-02,-1.820833608508110046e-02,-7.971506565809249878e-02,-6.898953765630722046e-02,9.434520616196095943e-04,-7.572634494863450527e-04,2.054344117641448975e-02,2.361564710736274719e-02,7.723475340753793716e-03,-5.335402209311723709e-03,-1.961448431015014648e+00,-2.128332853317260742e+00,-1.949547091498970985e-03,-1.333088576793670654e-01,-1.070812344551086426e-03,-4.790919832885265350e-03,-4.986561834812164307e-02,4.150972515344619751e-02,1.830083727836608887e-01,4.785982131958007812e+00,4.702720642089843750e+00,-2.119610309600830078e-01,-1.602488756179809570e-01,-7.958645224571228027e-01,-9.180921316146850586e-01,1.171558126807212830e-01,-3.953712433576583862e-02,-4.330937936902046204e-02,-1.394627392292022705e-01,3.488090634346008301e-02,-1.820833608508110046e-02,-7.971506565809249878e-02,-6.898953765630722046e-02,9.434520616196095943e-04,-7.572634494863450527e-04,2.054344117641448975e-02,2.361564710736274719e-02,7.723475340753793716e-03,-5.335402209311723709e-03
-1.331533491611480713e-02,3.750363364815711975e-03,7.139245867729187012e-01,9.999078512191772461e-01,-4.166363214608281851e-05,1.348631083965301514e-02,-1.538710668683052063e-03,-9.811877012252807617e-01,-9.834853410720825195e-01,-1.521783880889415741e-03,-7.870391011238098145e-02,8.792814612388610840e-02,-6.178447511047124863e-03,-1.263550668954849243e-02,7.621812820434570312e-02,1.878834664821624756e-01,4.941541671752929688e+00,5.178987026214599609e+00,-2.664602696895599365e-01,-2.245661020278930664e-01,-5.316681265830993652e-01,-4.814761877059936523e-01,1.141073182225227356e-01,-2.632555179297924042e-02,-3.209056332707405090e-02,-6.183223798871040344e-02,3.392220288515090942e-02,-1.469763740897178650e-02,-8.420036733150482178e-02,-8.207944780588150024e-02,8.809861610643565655e-04,-7.528495043516159058e-04,1.896880194544792175e-02,1.923265121877193451e-02,7.532422430813312531e-03,-4.781588912010192871e-03,-9.811877012252807617e-01,-9.834853410720825195e-01,-1.521783880889415741e-03,-7.870391011238098145e-02,8.792814612388610840e-02,-6.178447511047124863e-03,-1.263550668954849243e-02,7.621812820434570312e-02,1.878834664821624756e-01,4.941541671752929688e+00,5.178987026214599609e+00,-2.664602696895599365e-01,-2.245661020278930664e-01,-5.316681265830993652e-01,-4.814761877059936523e-01,1.141073182225227356e-01,-2.632555179297924042e-02,-3.209056332707405090e-02,-6.183223798871040344e-02,3.392220288515090942e-02,-1.469763740897178650e-02,-8.420036733150482178e-02,-8.207944780588150024e-02,8.809861610643565655e-04,-7.528495043516159058e-04,1.896880194544792175e-02,1.923265121877193451e-02,7.532422430813312531e-03,-4.781588912010192871e-03
-1.180031523108482361e-02,5.155094899237155914e-03,6.968355178833007812e-01,9.998615384101867676e-01,-3.024499455932527781e-04,1.653932034969329834e-02,-1.820974634028971195e-03,1.148435920476913452e-01,-1.875617504119873047e-01,-1.213179551996290684e-03,-7.957667112350463867e-04,1.800424754619598389e-01,-7.492279633879661560e-03,6.978020071983337402e-02,1.540741175413131714e-01,1.951905936002731323e-01,5.623436927795410156e+00,5.830677986145019531e+00,-3.437612354755401611e-01,-3.149215579032897949e-01,-2.067494690418243408e-01,-2.112128436565399170e-01,1.347536593675613403e-01,-3.953057900071144104e-02,-8.282436430454254150e-02,-1.365772485733032227e-01,3.780212253332138062e-02,-1.709285937249660492e-02,-1.073331460356712341e-01,-1.116356551647186279e-01,7.732222438789904118e-04,-6.895659607835114002e-04,1.035200152546167374e-02,9.880096651613712311e-03,8.151772432029247284e-03,-5.274420138448476791e-03,1.148435920476913452e-01,-1.875617504119873047e-01,-1.213179551996290684e-03,-7.957667112350463867e-04,1.800424754619598389e-01,-7.492279633879661560e-03,6.978020071983337402e-02,1.540741175413131714e-01,1.951905936002731323e-01,5.623436927795410156e+00,5.830677986145019531e+00,-3.437612354755401611e-01,-3.149215579032897949e-01,-2.067494690418243408e-01,-2.112128436565399170e-01,1.347536593675613403e-01,-3.953057900071144104e-02,-8.282436430454254150e-02,-1.365772485733032227e-01,3.780212253332138062e-02,-1.709285937249660492e-02,-1.073331460356712341e-01,-1.116356551647186279e-01,7.732222438789904118e-04,-6.895659607835114002e-04,1.035200152546167374e-02,9.880096651613712311e-03,8.151772432029247284e-03,-5.274420138448476791e-03
-8.137883618474006653e-03,6.536813452839851379e-03,6.869127750396728516e-01,9.997946023941040039e-01,-5.634840345010161400e-04,2.015179209411144257e-02,-2.079517813399434090e-03,-7.476034760475158691e-01,-1.059172034263610840e+00,-8.568069315515458584e-04,-3.502486646175384521e-02,1.463778167963027954e-01,-7.310005370527505875e-03,2.106859236955642700e-01,2.721849977970123291e-01,2.141817808151245117e-01,5.416372299194335938e+00,5.519001483917236328e+00,-4.224273264408111572e-01,-4.169694185256958008e-01,-7.641572952270507812e-01,-8.116414546966552734e-01,2.117778062820434570e-01,-1.223758980631828308e-01,-4.666311442852020264e-01,-5.408928990364074707e-01,5.352685973048210144e-02,-3.377575799822807312e-02,-1.696696877479553223e-01,-1.750729382038116455e-01,6.125845247879624367e-04,-5.581419682130217552e-04,-8.370218798518180847e-03,-1.172486040741205215e-02,1.087434962391853333e-02,-8.140514604747295380e-03,-7.476034760475158691e-01,-1.059172034263610840e+00,-8.568069315515458584e-04,-3.502486646175384521e-02,1.463778167963027954e-01,-7.310005370527505875e-03,2.106859236955642700e-01,2.721849977970123291e-01,2.141817808151245117e-01,5.416372299194335938e+00,5.519001483917236328e+00,-4.224273264408111572e-01,-4.169694185256958008e-01,-7.641572952270507812e-01,-8.116414546966552734e-01,2.117778062820434570e-01,-1.223758980631828308e-01,-4.666311442852020264e-01,-5.408928990364074707e-01,5.352685973048210144e-02,-3.377575799822807312e-02,-1.696696877479553223e-01,-1.750729382038116455e-01,6.125845247879624367e-04,-5.581419682130217552e-04,-8.370218798518180847e-03,-1.172486040741205215e-02,1.087434962391853333e-02,-8.140514604747295380e-03
-9.176965686492621899e-04,7.811848074197769165e-03,6.931474804878234863e-01,9.996423125267028809e-01,-7.039982592687010765e-04,2.662203647196292877e-02,-2.462109085172414780e-03,-3.668376922607421875e+00,-4.006488800048828125e+00,-2.766354475170373917e-03,-4.371141195297241211e-01,-2.536697983741760254e-01,-4.211662337183952332e-03,1.547890752553939819e-01,1.865685284137725830e-01,2.978307604789733887e-01,1.502830982208251953e+00,1.270495414733886719e+00,-8.853818178176879883e-01,-8.278666734695434570e-01,-2.582322359085083008e+00,-2.676528453826904297e+00,3.234155476093292236e-01,-2.287883162498474121e-01,-1.000768184661865234e+00,-1.062647581100463867e+00,7.289135456085205078e-02,-5.249219387769699097e-02,-3.241429030895233154e-01,-3.082296848297119141e-01,6.366723100654780865e-04,-3.499421582091599703e-04,-4.556070268154144287e-02,-4.083399847149848938e-02,1.415790524333715439e-02,-1.101045031100511551e-02,-3.668376922607421875e+00,-4.006488800048828125e+00,-2.766354475170373917e-03,-4.371141195297241211e-01,-2.536697983741760254e-01,-4.211662337183952332e-03,1.547890752553939819e-01,1.865685284137725830e-01,2.978307604789733887e-01,1.502830982208251953e+00,1.270495414733886719e+00,-8.853818178176879883e-01,-8.278666734695434570e-01,-2.582322359085083008e+00,-2.676528453826904297e+00,3.234155476093292236e-01,-2.287883162498474121e-01,-1.000768184661865234e+00,-1.062647581100463867e+00,7.289135456085205078e-02,-5.249219387769699097e-02,-3.241429030895233154e-01,-3.082296848297119141e-01,6.366723100654780865e-04,-3.499421582091599703e-04,-4.556070268154144287e-02,-4.083399847149848938e-02,1.415790524333715439e-02,-1.101045031100511551e-02
